feature,mean_abs_shap,shap_importance_pct
premed_required,0.06456336366478149,18.535396048520578
pharmacist_credential,0.03465188929749,9.948157213327285
shift_Night,0.031826470983236724,9.137012246820603
stat_order,0.02730275720341059,7.838306266218698
severity,0.024071727733911565,6.910715021553202
severity_x_occupancy,0.023401991032269257,6.718441349480851
patient_readiness_score,0.022331402932830074,6.411087870641541
pharmacists_on_duty,0.021736843457525155,6.240396712008665
queue_length_at_order,0.019820009210022194,5.690095737584433
complex_case,0.00980392273353102,2.814592988658329
lab_abnormal_count,0.00963951841405583,2.767394407286671
has_abnormal_labs,0.009395587511293012,2.6973646623270175
long_queue,0.008186831952645711,2.350344901682174
floor_occupancy_pct,0.005596957795648517,1.6068219423609402
pharmacist_exp_x_queue,0.004979410694060961,1.4295313017125932
