feature,mean_abs_shap,shap_importance_pct
premed_required,0.06969801336526871,18.099897384643555
severity,0.04612646996974945,11.978596687316895
pharmacists_on_duty,0.03473413363099098,9.02011775970459
pharmacist_credential,0.03390464931726456,8.804707527160645
queue_length_at_order,0.03321394324302673,8.625338554382324
shift_Night,0.03157835081219673,8.200591087341309
stat_order,0.030692167580127716,7.970458030700684
patient_readiness_score,0.029390012845396996,7.632300853729248
lab_abnormal_count,0.020816223695874214,5.405771255493164
floor_occupancy_pct,0.011536801233887672,2.995995283126831
floor_3,0.007691009435802698,1.997280478477478
nurse_credential,0.006821447052061558,1.7714636325836182
nurse_employment_years,0.005710153840482235,1.4828715324401855
pharmacist_exp_x_queue,0.00370395346544683,0.9618807435035706
severity_x_occupancy,0.002938625868409872,0.763132631778717
